book,word,translation,image,sound1,sound2,sound3,unit,mean,example,type,mean_tr,example_tr
312,1,maybe,"balki, ehtimol",maybe.jpg,maybe_1392933884419.mp3,maybe_meaning.mp3,maybe_example.mp3,16,Maybe is used to show that something is possible or may be true.,"If! focus hard enough, maybe | can come up with the right answer.",adv,"Ehtimol, biror narsaning mumkin yoki haqiqat bo'lishi mumkinligini ko'rsatish uchun ishlatiladi.","Agar! etarlicha e'tibor qaratish, ehtimol | to‘g‘ri javob topishi mumkin."
313,1,officer,ofitser,officer.jpg,officer_1392933884419.mp3,officer_meaning.mp3,officer_example.mp3,16,An officer is a leader in the army.,The soldiers followed the orders of the officer.,n,Ofitser - armiyaning etakchisi.,Askarlar ofitserning buyrug'ini bajarishdi.
314,1,original,asl nusxadagi,original.jpg,original_1392933884419.mp3,original_meaning.mp3,original_example.mp3,16,"If something is original, it is the first one of that thing.",This is the original painting of the Mona Lisa.,adj,"Agar biror narsa asl bo'lsa, bu birinchi narsadir.",Bu Mona Lizaning asl rasmidir.
315,1,pound,"urmoq, qoqmoq",pound.jpg,pound_1392933884419.mp3,pound_meaning.mp3,pound_example.mp3,16,To pound something is to hit it many times with a lot of force.,He pounded the nail with the hammer.,v,Biror narsani urish - uni ko'p marta ko'p kuch bilan urish.,U mixni bolg'a bilan urdi.
316,1,process,jarayon,process.jpg,process_1392933884419.mp3,process_meaning.mp3,process_example.mp3,16,A process is the steps to take to do something.,Making a cake is a long process.,n,Jarayon - bu biror narsa qilish uchun qilinadigan qadamlar.,Kek tayyorlash uzoq jarayon.
317,1,publish,"chop etmoq, nashr qilmoq",publish.jpg,publish_1392933884419.mp3,publish_meaning.mp3,publish_example.mp3,16,To publish a book is to get it printed and ready to sell.,That company publishes daily newspapers.,v,Kitobni nashr qilish uni chop etish va sotishga tayyor qilishdir.,Bu kompaniya kundalik gazetalarni chiqaradi.
318,1,theater,teatr,theater.jpg,theater_1392933884419.mp3,theater_meaning.mp3,theater_example.mp3,16,"A theater is a building where you watch plays, shows, and movies.",We went to the theater to see a play.,n,"Teatr - bu spektakl, shou va filmlarni tomosha qiladigan bino.",Biz spektakl tomosha qilish uchun teatrga bordik.
319,1,wealth,"boylik, mol davlat",wealth.jpg,wealth_1392933884419.mp3,wealth_meaning.mp3,wealth_example.mp3,16,Wealth is a large amount of money.,One of the most important things to some people is wealth.,n,Boylik - bu katta miqdordagi pul.,Ba'zi odamlar uchun eng muhim narsalardan biri bu boylikdir.
320,1,appreciate,"qadrlamoq, maʼnosini tushunmoq",appreciate.jpg,appreciate_1392933884419.mp3,appreciate_meaning.mp3,appreciate_example.mp3,17,To appreciate something is to understand its good qualities.,I can appreciate the lovely scenery.,v,Biror narsani qadrlash uning yaxshi fazilatlarini anglash demakdir.,Men go'zal manzarani qadrlashim mumkin.
321,1,available,"mavjud, bor, boʻsh",available.jpg,available_1392933884419.mp3,available_meaning.mp3,available_example.mp3,17,"If something is available, it means you can get it.",There were many seats available in the room.,adj,"Agar biror narsa mavjud bo'lsa, demak siz uni olishingiz mumkin.",Xonada ko'plab o'rindiqlar mavjud edi.
322,1,beat,"yengmoq, yengib chiqmoq",beat.jpg,beat_1392933884419.mp3,beat_meaning.mp3,beat_example.mp3,17,To beat someone means to do better than they do.,I managed to beat everyone in the race.,v,"Biror kishini mag'lub etish, ulardan ko'ra yaxshiroq qilish demakdir.",Men poygada hammani mag'lub etishga muvaffaq bo'ldim.
323,1,bright,yorqin,bright.jpg,bright_1392933884419.mp3,bright_meaning.mp3,bright_example.mp3,17,"If something is bright, it shows a lot of light.",The bright light from the explosion hurt my eyes.,adj,"Agar biror narsa yorqin bo'lsa, u juda ko'p yorug'likni ko'rsatadi.",Portlashning yorqin nuri ko‘zimni og‘ritdi.
324,1,celebrate,nishonlamoq,celebrate.jpg,celebrate_1392933884419.mp3,celebrate_meaning.mp3,celebrate_example.mp3,17,To celebrate is to do something to show that an event is special.,We all celebrated when we heard the great news.,v,Bayram qilish - bu voqeaning alohida ekanligini ko'rsatish uchun biror narsa qilish.,Ajoyib yangilikni eshitganimizda hammamiz bayram qildik.
325,1,determine,"tanlamoq, qaror qilmoq",determine.jpg,determine_1392933884419.mp3,determine_meaning.mp3,determine_example.mp3,17,To determine means to choose or make a decision.,He tried to determine which one to eat first.,v,Aniqlash tanlash yoki qaror qabul qilishni anglatadi.,Qaysi birini birinchi bo'lib eyishni aniqlashga harakat qildi.
326,1,disappear,"koʻrinmay ketmoq, nari ketmoq",disappear.jpg,disappear_1392933884419.mp3,disappear_meaning.mp3,disappear_example.mp3,17,To disappear means to go away or not be seen.,The top of the building is disappearing in the clouds.,v,G'oyib bo'lmoq - ketmoq yoki ko'rinmaslik demakdir.,Binoning tepasi bulutlar orasida g'oyib bo'lmoqda.
327,1,else,"boshqa, oʻzga",else.jpg,else_1392933884419.mp3,else_meaning.mp3,else_example.mp3,17,"If you talk about something else, you talk about something different.","I wanted a bike for my birthday, but I got something else.",adj,"Agar siz boshqa narsa haqida gapirsangiz, boshqa narsa haqida gapirasiz.","Men tug'ilgan kunim uchun velosiped olishni xohlardim, lekin menda boshqa narsa bor."
328,1,fair,"holis, adolatli, halol",fair.jpg,fair_1392933884419.mp3,fair_meaning.mp3,fair_example.mp3,17,Fair describes treating someone in a way that is reasonable or right.,He sold me his car for a fair price.,adj,Fair kimgadir oqilona yoki to'g'ri munosabatda bo'lishni tasvirlaydi.,U menga o‘z mashinasini munosib bahoga sotdi.
329,1,flow,oqmoq,flow.jpg,flow_1392933884419.mp3,flow_meaning.mp3,flow_example.mp3,17,To flow is to move easily and continuously in one direction.,The water flowed over the rocks and into the lake.,v,Oqim - bir yo'nalishda oson va doimiy harakat qilishdir.,"Suv toshlar ustida oqib, ko'lga tushdi."
330,1,forward,oldinga,forward.jpg,forward_1392933884419.mp3,forward_meaning.mp3,forward_example.mp3,17,"If you move forward, you move in the direction in front of you.","When he saw his mother, the baby crawled forward to her.",adv,"Agar siz oldinga harakat qilsangiz, oldingizda turgan yo'nalishda harakat qilasiz.","Onasini ko'rgach, chaqaloq uning oldiga sudraladi."
331,1,hill,"tepalik, balandlik",hill.jpg,hill_1392933884419.mp3,hill_meaning.mp3,hill_example.mp3,17,A hill is a round area of land. It is higher than the land around it.,The sun was rising above the green hills.,n,Tepalik - bu dumaloq er maydoni. U atrofidagi yerdan balandroq.,Quyosh yam-yashil tepaliklardan ko'tarilib turardi.
332,1,level,daraja,level.jpg,level_1392933884419.mp3,level_meaning.mp3,level_example.mp3,17,A level is a point on a scale that measures something.,Please check the level of the temperature.,n,Daraja - bu biror narsani o'lchaydigan shkaladagi nuqta.,"Iltimos, harorat darajasini tekshiring."
333,1,lone,"yakka, yolgʻiz",lone.jpg,lone.mp3,lone_meaning.mp3,lone_example.mp3,17,"If someone or something is lone, they are the only one of that kind.",A lone man walked along the street.,adj,"Agar kimdir yoki biror narsa yolg'iz bo'lsa, ular bunday turdagi yagonadir.",Ko'cha bo'ylab yolg'iz bir odam yurdi.
334,1,puddle,koʻlmak,puddle.jpg,puddle.mp3,puddle_meaning.mp3,puddle_example.mp3,17,A puddle is a pool of liquid on the ground.,"When the ice melted, it formed a puddle.",n,Ko'lmak - bu erdagi suyuqlik hovuzi.,"Muz erib ketganda, u ko'lmak hosil qildi."
335,1,response,javob,response.jpg,response_1392933884419.mp3,response_meaning.mp3,response_example.mp3,17,A response is the answer to a question.,He asked if I was sad. My response was “No.”,n,Javob - bu savolga javob.,"U xafa bo'lganimni so'radi. Mening javobim ""Yo'q"" edi."
336,1,season,fasl,season.jpg,season_1392933884419.mp3,season_meaning.mp3,season_example.mp3,17,"A season is a time of the year: spring, summer, fall or winter.","Fall is a warm season, while winter is very cold.",n,"Mavsum - bu yilning vaqti: bahor, yoz, kuz yoki qish.","Kuz - issiq mavsum, qish esa juda sovuq."
337,1,solution,"yechim, javob",solution.jpg,solution_1392933884419.mp3,solution_meaning.mp3,solution_example.mp3,17,A solution is a way to solve a problem.,There are many problems. We need solutions!,n,Yechim - bu muammoni hal qilish usuli.,Ko'p muammolar mavjud. Bizga yechimlar kerak!
338,1,waste,behuda sovurmoq,waste.jpg,waste_1392933884419.mp3,waste_meaning.mp3,waste_example.mp3,17,To waste means to carelessly use something all up.,Turn off the water so you don’t waste it.,v,"Isrof qilish, hamma narsani beparvolik bilan ishlatishni anglatadi.",Uni isrof qilmaslik uchun suvni o'chiring.
339,1,whether,-mi yo boʻlmasa,whether.jpg,whether_1392933884419.mp3,whether_meaning.mp3,whether_example.mp3,17,You use whether when you must choose between two things.,I could not decide whether to go left or right.,conj,Ikki narsadan birini tanlash kerak bo'lganda yoki yo'qligini ishlatasiz.,Men chapga yoki o'ngga borishni hal qila olmadim.
340,1,argue,"tortishmoq, janjallashmoq",argue.jpg,argue_1392933884419.mp3,argue_meaning.mp3,argue_example.mp3,18,To argue is to angrily speak to someone because you do not agree.,We argued about where to go for dinner.,v,Munozara qilish - rozi bo'lmaganingiz uchun kimgadir jahl bilan gapirish.,Kechki ovqat uchun qayerga borish haqida bahslashdik.
341,1,communicate,suhbat qurmoq,communicate.jpg,communicate_1392933884419.mp3,communicate_meaning.mp3,communicate_example.mp3,18,"To communicate is to give information by talking, writing, etc.",I communicated with Paul about his new ideas.,v,"Muloqot qilish - gapirish, yozish va hokazolar orqali ma'lumot berishdir.",Men Pol bilan uning yangi g'oyalari haqida gaplashdim.
342,1,crowd,"omma, olamon",crowd.jpg,crowd_1392933884419.mp3,crowd_meaning.mp3,crowd_example.mp3,18,A crowd is a large group of people.,A large crowd had gathered on the street to see the accident.,n,Olomon - bu odamlarning katta guruhi.,Avariyani ko'rish uchun ko'chada katta olomon to'plangan edi.
343,1,depend,"qaram boʻlmoq, muhtoj boʻlmoq",depend.jpg,depend_1392933884419.mp3,depend_meaning.mp3,depend_example.mp3,18,To depend on someone or something is to need them.,Children depend on their parents for many things.,v,"Birovga yoki biror narsaga qaram bo'lish, ularga muhtoj bo'lishdir.",Bolalar ko'p narsada ota-onalariga bog'liq.
344,1,dish,"idish, talerka",dish.jpg,dish_1392933884419.mp3,dish_meaning.mp3,dish_example.mp3,18,A dish is a plate.,She put a clean white dish on the table.,n,Idish - bu plastinka.,U stolga toza oq idish qo'ydi.
345,1,empty,boʻsh,empty.jpg,empty_1392933884419.mp3,empty_meaning.mp3,empty_example.mp3,18,"If something is empty, it does not have anything in it.","My gas tank was almost empty, so I couldn’t drive my car very long.",adj,"Agar biror narsa bo'sh bo'lsa, unda hech narsa yo'q.","Mening benzin bakim deyarli bo'sh edi, shuning uchun men mashinamni uzoq vaqt boshqara olmadim."
346,1,exact,aniq,exact.jpg,exact_1392933884419.mp3,exact_meaning.mp3,exact_example.mp3,18,"If something is exact, it is just the right amount.",Please use the exact amount of sugar for the cake.,adj,"Agar biror narsa aniq bo'lsa, bu to'g'ri miqdor.",Kek uchun shakarning aniq miqdoridan foydalaning.
347,1,fresh,yangi,fresh.jpg,fresh_1392933884419.mp3,fresh_meaning.mp3,fresh_example.mp3,18,"If something is fresh, it is new.",I just bought these oranges. They are very fresh.,adj,"Agar biror narsa yangi bo'lsa, u yangi.",Men bu apelsinlarni hozirgina sotib oldim. Ular juda yangi.
348,1,gather,"toʻplamoq, yigʻmoq",gather.jpg,gather_1392933884419.mp3,gather_meaning.mp3,gather_example.mp3,18,To gather is to collect several things usually from different places.,Sam gathered some flowers for his mother.,v,Yig'ish odatda turli joylardan bir nechta narsalarni yig'ishdir.,Sem onasi uchun bir nechta gullar yig'di.
349,1,indicate,koʻrsatmoq,indicate.jpg,indicate_1392933884419.mp3,indicate_meaning.mp3,indicate_example.mp3,18,"To indicate means to show, point or make certain.",He pointed to his eyes to indicate where he had hurt himself.,v,"Ko'rsatish, ko'rsatish, ko'rsatish yoki ishonch hosil qilishni anglatadi.",U qayerga ozor berganini ko'rsatish uchun ko'zlarini ishora qildi.
350,1,item,"buyum, narsa",item.jpg,item_1392933884419.mp3,item_meaning.mp3,item_example.mp3,18,An item is a thing that you buy or sell.,I have many items for school in my bag.,n,Buyum siz sotib oladigan yoki sotadigan narsadir.,Mening sumkamda maktab uchun juda ko'p narsalar bor.
351,1,offer,taklif qilmoq,offer.jpg,offer_1392933884419.mp3,offer_meaning.mp3,offer_example.mp3,18,To offer is to present someone with something.,He offered me the keys to his car.,v,Taklif qilish - kimgadir biror narsa taqdim etish.,U menga mashinasining kalitini taklif qildi.
352,1,price,narx,price.jpg,price_1392933884419.mp3,price_meaning.mp3,price_example.mp3,18,The price of something is how much it costs.,What is the price of this item?,n,Biror narsaning narxi qancha turadi.,Bu narsaning narxi qancha?
353,1,product,mahsulot,product.jpg,product_1392933884419.mp3,product_meaning.mp3,product_example.mp3,18,A product is something that is made.,My sister has many beauty products in her room.,n,Mahsulot ishlab chiqarilgan narsadir.,Opamning xonasida ko'plab go'zallik mahsulotlari bor.
354,1,property,mulk,property.jpg,property_1392933884419.mp3,property_meaning.mp3,property_example.mp3,18,Property is something that someone owns.,The house is now my property.,n,Mulk - bu kimdir egalik qiladigan narsa.,Uy endi mening mulkim.
355,1,purchase,sotib olmoq,purchase.jpg,purchase_1392933884419.mp3,purchase_meaning.mp3,purchase_example.mp3,18,To purchase something is to buy it.,I recently purchased a new car.,v,Biror narsani sotib olish - uni sotib olish.,Men yaqinda yangi mashina sotib oldim.
356,1,recommend,tavsiya qilmoq,recommend.jpg,recommend_1392933884419.mp3,recommend_meaning.mp3,recommend_example.mp3,18,To recommend something is to say that someone should do it.,My doctor recommended that I get some exercise.,v,"Biror narsani tavsiya qilish, kimdir buni qilishi kerakligini aytishdir.",Shifokor menga biroz mashq qilishni tavsiya qildi.
357,1,select,tanlamoq,select.jpg,select_1392933884419.mp3,select_meaning.mp3,select_example.mp3,18,To select something is to choose it.,I hope that I selected the right answers on the test.,v,Biror narsani tanlash - uni tanlash.,"Umid qilamanki, men testda to'g'ri javoblarni tanladim."
358,1,tool,"asbob, anjom",tool.jpg,tool_1392933884419.mp3,tool_meaning.mp3,tool_example.mp3,18,A tool is something that helps you do a task.,We used a tool to fix the window.,n,Asbob - bu vazifani bajarishga yordam beradigan narsa.,Biz oynani tuzatish uchun asbobdan foydalandik.
359,1,treat,munosabatda boʻlmoq,treat.jpg,treat_1392933884419.mp3,treat_meaning.mp3,treat_example.mp3,18,To treat is to act in a certain way toward someone.,The cats treated the mouse very nicely.,v,Davolanish - bu kimgadir nisbatan qandaydir tarzda harakat qilishdir.,Mushuklar sichqonchani juda yaxshi muomala qilishdi.
360,1,alive,"tirik, hayot",alive.jpg,alive_1392933884419.mp3,alive_meaning.mp3,alive_example.mp3,19,"If Someone or something is alive, they are not dead.",My grandparents are still alive even though they are over 90.,adj,"Agar kimdir yoki biror narsa tirik bo'lsa, ular o'lik emas.",Bobom va buvim 90 dan oshgan bo‘lsalar ham tirik.
361,1,bone,suyak,bone.jpg,bone_1392933884419.mp3,bone_meaning.mp3,bone_example.mp3,19,A bone is a hard part of the body.,I brought home a nice bone for my dog.,n,Suyak tananing qattiq qismidir.,Uyga itim uchun yaxshi suyak olib keldim.
362,1,bother,"harakat qilmoq, urinmoq",bother.jpg,bother_1392933884419.mp3,bother_meaning.mp3,bother_example.mp3,19,To bother is to make the effort to do something.,No one bothered to wash the dishes today.,v,Bezovta qilish - biror narsa qilish uchun harakat qilish.,Bugun hech kim idish-tovoq yuvishga qiynalmadi.
363,1,captain,kapitan,captain.jpg,captain_1392933884419.mp3,captain_meaning.mp3,captain_example.mp3,19,A captain is the person who leads a ship or airplane.,The captain sailed his ship to Australia.,n,Kapitan - bu kema yoki samolyotni boshqaradigan shaxs.,Kapitan o'z kemasini Avstraliyaga suzib ketdi.
364,1,conclusion,"yakun, nihoya",conclusion.jpg,conclusion_1392933884419.mp3,conclusion_meaning.mp3,conclusion_example.mp3,19,The conclusion of something is the final part of it.,"At the conclusion of the race, the spectators cheered for the winner.",n,Biror narsaning xulosasi uning yakuniy qismidir.,Musobaqa yakunida tomoshabinlar g‘olibni olqishladi.
365,1,doubt,shubha,doubt.jpg,doubt_1392933884419.mp3,doubt_meaning.mp3,doubt_example.mp3,19,Doubt is a feeling of not being sure.,I have doubt that the story is true.,n,Shubha - ishonchsizlik hissi.,Hikoyaning haqiqat ekanligiga shubham bor.
366,1,explore,tadqiq etmoq,explore.jpg,explore_1392933884419.mp3,explore_meaning.mp3,explore_example.mp3,19,To explore is to look for new places.,He wants to explore the world and see new things.,v,Tadqiq qilish - yangi joylarni izlash.,U dunyoni kashf qilishni va yangi narsalarni ko'rishni xohlaydi.
367,1,foreign,"yot, begona, chet",foreign.jpg,foreign_1392933884419.mp3,foreign_meaning.mp3,foreign_example.mp3,19,"If something is foreign, it is from a different country.",Mexican food is a popular foreign food.,adj,"Agar biror narsa chet ellik bo'lsa, u boshqa mamlakatdan.",Meksika taomlari mashhur xorijiy taomdir.
368,1,glad,xursand,glad.jpg,glad.mp3,glad_meaning.mp3,glad_example.mp3,19,"If you are glad, you are happy.",I am glad you came to my party.,adj,"Xursand bo'lsang, baxtlisan.",Mening partiyamga kelganingizdan xursandman.
369,1,however,"lekin, biroq, shunga qaramasdan",however.jpg,however_1392933884419.mp3,however_meaning.mp3,however_example.mp3,19,However means despite or not being Bethaci eee ston alia,"She is a great cook. However, she never had professional lessons.",adv,"Biroq, Bethaci eee ston alia bo'lishiga qaramay yoki bo'lmasligini anglatadi","U ajoyib oshpaz. Biroq, u hech qachon professional darslarga ega bo'lmagan."
370,1,injustice,"adolatsizlik, nohaqlik",injustice.jpg,injustice.mp3,injustice_meaning.mp3,injustice_example.mp3,19,Injustice is a lack of fairness or justice.,Putting an innocent person in jail is an act of injustice.,n,Adolatsizlik - adolat yoki adolatning yo'qligi.,Begunoh odamni qamoqqa tashlash adolatsizlikdir.
371,1,international,xalqaro,international.jpg,international_1392933884419.mp3,international_meaning.mp3,international_example.mp3,19,"If something is international, it involves more than one country.",The United Nations is a powerful international organization.,adj,"Agar biror narsa xalqaro bo'lsa, u bir nechta davlatni o'z ichiga oladi.",Birlashgan Millatlar Tashkiloti kuchli xalqaro tashkilotdir.
372,1,lawyer,"huquqshunos, advokat",lawyer.jpg,lawyer_1392933884419.mp3,lawyer_meaning.mp3,lawyer_example.mp3,19,A lawyer works with the law and represents people in court.,The lawyer left the courthouse after the judge made her decision.,n,Advokat qonun bilan ishlaydi va sudda odamlarni himoya qiladi.,Sudya qaror chiqarganidan so‘ng advokat sud binosini tark etdi.
373,1,mention,"suhbatlashmoq, takidlamoq",mention.jpg,mention_1392933884419.mp3,mention_meaning.mp3,mention_example.mp3,19,To mention something is to talk about it.,The doctors mentioned the problems that the patient was having.,v,Biror narsani eslatish - bu haqda gapirish.,Shifokorlar bemorning muammolarini aytib berishdi.
374,1,policy,"qonun, qoida",policy.jpg,policy_1392933884419.mp3,policy_meaning.mp3,policy_example.mp3,19,A policy is a rule.,He told us that his policy was to put customers first.,n,Siyosat - bu qoida.,U bizga siyosati mijozlarni birinchi o'ringa qo'yish ekanligini aytdi.
375,1,social,ijtimoiy,social.jpg,social_1392933884419.mp3,social_meaning.mp3,social_example.mp3,19,"IF something is social, it is about many people in a community.",People should come together and fix the world’s social problems.,adj,"Agar biror narsa ijtimoiy bo'lsa, u jamiyatdagi ko'p odamlarga tegishli.","Odamlar birlashib, dunyoning ijtimoiy muammolarini hal qilishlari kerak."
376,1,speech,nutq,speech.jpg,speech_1392933884419.mp3,speech_meaning.mp3,speech_example.mp3,19,A speech is something said to a group of people.,She gave a speech to the class.,n,Nutq - bu bir guruh odamlarga aytiladigan narsa.,U sinfga nutq so'zladi.
377,1,staff,"shtat, jamoa",staff.jpg,staff_1392933884419.mp3,staff_meaning.mp3,staff_example.mp3,19,A staff is a group of people working together in a company.,My dad has a staff of four people to help him at the office.,n,Xodimlar - bu kompaniyada birgalikda ishlaydigan odamlar guruhi.,Dadamning ofisda unga yordam berish uchun to'rt kishidan iborat xodimlari bor.
378,1,toward,"sari, tomon",toward.jpg,toward_1392933884419.mp3,toward_meaning.mp3,toward_example.mp3,19,"If you go toward something, you go closer to it.",Santa walked toward my house with a special tree.,prep,"Agar biror narsa tomon borsangiz, unga yaqinlashasiz.",Santa maxsus daraxt bilan mening uyim tomon yurdi.
379,1,wood,yogʻoch,wood.jpg,wood_1392933884419.mp3,wood_meaning.mp3,wood_example.mp3,19,Wood is the thing that trees are made of.,I put the pieces of wood in a pile.,n,Yog'och - bu daraxtlardan yasalgan narsa.,Men yog'och bo'laklarini qoziqqa qo'ydim.
380,1,achieve,"erishmoq, qoʻlga kiritmoq",achieve.jpg,achieve_1392933884419.mp3,achieve_meaning.mp3,achieve_example.mp3,20,To achieve something is to successfully do it after trying hard.,I was happy that I could achieve my goal.,v,Biror narsaga erishish - ko'p harakat qilgandan so'ng uni muvaffaqiyatli bajarishdir.,Maqsadimga erishganimdan xursand edim.
381,1,advise,maslahat bermoq,advise.jpg,advise_1392933884419.mp3,advise_meaning.mp3,advise_example.mp3,20,To advise someone is to tell them what to do.,My mother often advises people about their money.,v,"Biror kishiga maslahat berish, unga nima qilish kerakligini aytishdir.",Onam ko'pincha odamlarga pullari haqida maslahat beradi.
382,1,already,allaqachon,already.jpg,already_1392933884419.mp3,already_meaning.mp3,already_example.mp3,20,"If something happens already, it happens before a certain time.",It is already time for the movie to start. Let’s go in.,adv,"Agar biror narsa allaqachon sodir bo'lsa, u ma'lum bir vaqtdan oldin sodir bo'ladi.",Filmni boshlash vaqti allaqachon bo'ldi. Kiramiz.
383,1,basic,"odatiy, sodda, oson",basic.jpg,basic_1392933884419.mp3,basic_meaning.mp3,basic_example.mp3,20,"If something is basic, it is very simple or easy.",I learned some basic English skills in school today.,adj,"Agar biror narsa asosiy bo'lsa, u juda oddiy yoki oson.",Bugun maktabda ingliz tilining asosiy ko'nikmalarini o'rgandim.
384,1,bit,"boʻlak, parcha, burda",bit.jpg,bit_1392933884419.mp3,bit_meaning.mp3,bit_example.mp3,20,A bit is a small amount of something.,I ate a bit of chocolate before I went to bed.,n,Bit - biror narsaning kichik miqdori.,Yotishdan oldin bir oz shokolad yedim.
385,1,consider,"haqida oʻylamoq, oʻylab koʻrmoq",consider.jpg,consider_1392933884419.mp3,consider_meaning.mp3,consider_example.mp3,20,To consider something means to think about it.,Pete didn’t like his job. He considered getting a new one.,v,"Biror narsani ko'rib chiqish, bu haqda o'ylashni anglatadi.",Pit uning ishini yoqtirmasdi. U yangisini olishni o'ylardi.
386,1,destroy,"vayron qilmoq, xarob qilmoq",destroy.jpg,destroy_1392933884419.mp3,destroy_meaning.mp3,destroy_example.mp3,20,To destroy means to damage something so badly that it cannot be used.,The glass was destroyed.,v,"Yo'q qilish - biror narsaga shunchalik zarar etkazish, uni ishlatib bo'lmaydi.",Shisha vayron bo'ldi.
387,1,entertain,xursand qilmoq,entertain.jpg,entertain_1392933884419.mp3,entertain_meaning.mp3,entertain_example.mp3,20,To entertain someone is to do something that they enjoy.,The clown entertained the kids at the party.,v,Biror kishini ko'ngil ochish - ular zavqlanadigan narsani qilishdir.,Bayramda masxaraboz bolalarni xushnud etdi.
388,1,extra,qoʻshimcha,extra.jpg,extra_1392933884419.mp3,extra_meaning.mp3,extra_example.mp3,20,"If something is extra, it is more than what is needed.",The squirrel had extra nuts for the winter.,adj,"Agar biror narsa ortiqcha bo'lsa, u zarur bo'lganidan ko'proqdir.",Sincapning qish uchun qo'shimcha yong'oqlari bor edi.
389,1,goal,maqsad,goal.jpg,goal_1392933884419.mp3,goal_meaning.mp3,goal_example.mp3,20,A goal is something you work toward.,Her goal was to become a doctor.,n,Maqsad - bu siz harakat qiladigan narsa.,Uning maqsadi shifokor bo'lish edi.
390,1,lie,"aldamoq, yolgʻon gapirmoq",lie.jpg,lie_1392933884419.mp3,lie_meaning.mp3,lie_example.mp3,20,To lie is to say or write something untrue to deceive someone.,"Whenever Pinocchio lied to his father, his nose grew.",v,Yolg'on gapirish - kimnidir aldash uchun yolg'on gapirish yoki yozish.,"Qachonki Pinokkio otasiga yolg‘on gapirsa, uning burni o‘sib borardi."
391,1,meat,goʻsht,meat.jpg,meat_1392933884419.mp3,meat_meaning.mp3,meat_example.mp3,20,Meat is food made of animals.,This piece of meat I’m eating tastes very good.,n,Go'sht hayvonlardan tayyorlangan oziq-ovqat.,Men yeyayotgan bu go'sht bo'lagi juda mazali.
392,1,opinion,"fikr, mulohaza",opinion.jpg,opinion_1392933884419.mp3,opinion_meaning.mp3,opinion_example.mp3,20,An opinion is a thought about a person or a thing.,Meg told me her opinion of my story. She said it was not funny.,n,Fikr - bu shaxs yoki narsa haqidagi fikr.,Meg mening hikoyam haqidagi fikrini aytdi. U bu kulgili emasligini aytdi.
393,1,real,"real, haqiqiy",real.jpg,real_1392933884419.mp3,real_meaning.mp3,real_example.mp3,20,"If something is real, it actually exists.","The handbag has a stamp on it, so it’s real.",adj,"Agar biror narsa haqiqat bo'lsa, u haqiqatda mavjud.","Qo'l sumkasida muhr bor, shuning uchun u haqiqiydir."
394,1,reflect,aks ettirmoq,reflect.jpg,reflect_1392933884419.mp3,reflect_meaning.mp3,reflect_example.mp3,20,"To reflect is when a surface sends back light, heat, sound or an image.",Her face was reflected on the smooth glass.,v,"Aks ettirish - bu sirt yorug'lik, issiqlik, tovush yoki tasvirni orqaga yuboradi.",Uning yuzi silliq oynada aks etdi.
395,1,regard,deb hisoblamoq,regard.jpg,regard_1392933884419.mp3,regard_meaning.mp3,regard_example.mp3,20,To regard someone or something is to think of them in a certain way.,The boy regarded the girl as a good friend.,v,Biror kishiga yoki biror narsaga qarash - ular haqida ma'lum bir tarzda o'ylash.,Yigit qizni yaxshi do'st deb bilardi.
396,1,serve,"keltirmoq, tortmoq",serve.jpg,serve_1392933884419.mp3,serve_meaning.mp3,serve_example.mp3,20,To serve someone is to give them food or drinks.,He served us our drinks quickly.,v,"Biror kishiga xizmat qilish, unga ovqat yoki ichimliklar berishdir.",U bizga tezda ichimliklarimizni berdi.
397,1,vegetable,sabzavot,vegetable.jpg,vegetable_1392933884419.mp3,vegetable_meaning.mp3,vegetable_example.mp3,20,A vegetable is a plant used as food.,Carrots are my favorite vegetable.,n,Sabzavot - bu oziq-ovqat sifatida ishlatiladigan o'simlik.,Sabzi mening sevimli sabzavotlarim.
398,1,war,urush,war.jpg,war_1392933884419.mp3,war_meaning.mp3,war_example.mp3,20,A war is a big fight between two groups of people.,Many young men died in the war.,n,Urush - bu ikki guruh odamlar o'rtasidagi katta kurash.,Urushda ko‘plab yigitlar halok bo‘ldi.
399,1,worth,arziydigan,worth.jpg,worth_1392933884419.mp3,worth_meaning.mp3,worth_example.mp3,20,"If something is worth an amount of money, it costs that amount.",Our house is worth a lot of money.,adj,"Agar biror narsa katta miqdordagi pulga arziydigan bo'lsa, u shunchalik qimmatga tushadi.",Bizning uyimiz katta pulga arziydi.
400,1,appear,dek koʻrinmoq,appear.jpg,appear_1392933884419.mp3,appear_meaning.mp3,appear_example.mp3,21,To appear is to seem.,She appeared to be sad. She was crying.,v,Ko'rinish - ko'rinish.,U g'amgin bo'lib ko'rindi. U yig'lardi.
401,1,base,"asos, taglik",base.jpg,base_1392933884419.mp3,base_meaning.mp3,base_example.mp3,21,The base is the bottom of something.,The base of the table has three legs.,n,Baza biror narsaning pastki qismidir.,Stolning tagida uchta oyoq bor.
402,1,brain,miya,brain.jpg,brain_1392933884419.mp3,brain_meaning.mp3,brain_example.mp3,21,The brain is the organ in your head that lets you think.,You must use your brain to solve the problem.,n,Miya - bu sizning fikrlashingizga imkon beradigan boshingizdagi organ.,Muammoni hal qilish uchun siz miyangizni ishlatishingiz kerak.
