book,word,translation,image,sound1,sound2,sound3,image_text,unit
537,1,tour,"safar, sayohat",tour.jpg,tour_1392933884419.mp3,tour_meaning.mp3,tour_example.mp3,"© tour [tus ».
A tour is a short trip in which you see many sights.
— | took a tour of Asia and Europe.

 
",27
538,1,trip,"sayohat, safar",trip.jpg,trip_1392933884419.mp3,trip_meaning.mp3,trip_example.mp3," 

© trip ftrip) a.

A trip is a journey to a certain place.
~ Ken took a trip to the city yesterday.
",27
539,1,value,"qiymat, baho",value.jpg,value_1392933884419.mp3,value_meaning.mp3,value_example.mp3,"a

© value wvaiu:
if Something has value, it is worth a lot of money.
~ Matthew found a treasure of very high value.
",27
540,1,band,guruh,band.jpg,band_1392933884419.mp3,band_meaning.mp3,band_example.mp3,"© band [bend] n.
A band is a group of people who play music.
— My brother is in a rock band.
",28
541,1,barely,"arang, sal pal",barely.jpg,barely_1392933884419.mp3,barely_meaning.mp3,barely_example.mp3,"iy © barely beri) adv.
C Barely means by the smallest amount, almost not.

>
— — | barely had enough money to pay for my bus ticket.
1
",28
542,1,boring,zerikarli,boring.jpg,boring_1392933884419.mp3,boring_meaning.mp3,boring_example.mp3,"© boring bbo:rin) ag.
If something is boring, it is not fun.
— | think the Internet is boring.

 
",28
543,1,cancel,bekor qilmoq,cancel.jpg,cancel_1392933884419.mp3,cancel_meaning.mp3,cancel_example.mp3,"© cancel [kensoll v.

To cancel means to decide that an event or a request will not happen.
— She cancelled the rest of her plans because of the rain.

 
",28
544,1,driveway,"tratuar, yoʻlak",driveway.jpg,driveway.mp3,driveway_meaning.mp3,driveway_example.mp3,"e driveway [draivwei] n.
A driveway is a short private road that leads to a person’s home.
+ The long driveway led us to their new house.

 
",28
545,1,garbage,"chiqindi, axlat",garbage.jpg,garbage_1392933884419.mp3,garbage_meaning.mp3,garbage_example.mp3,"© garbage ([ga:rbids) n.
Garbage is waste material like unwanted or spoiled food, bottles, paper, etc
— The boy cleaned up the garbage around his house.

 
",28
546,1,instrument,asbob,instrument.jpg,instrument_1392933884419.mp3,instrument_meaning.mp3,instrument_example.mp3," 

© instrument [i

An instrument is aaa ae designed to do a certain task like music.
— My favorite musical instrument is the piano.

   

—_
",28
547,1,list,roʻyxat,list.jpg,list_1392933884419.mp3,list_meaning.mp3,list_example.mp3,"© LISt [ist n.
A list is a record of information printed with an item on each line.
— My mom makes a list of groceries to buy.
",28
548,1,magic,"sehr, jodu",magic.jpg,magic_1392933884419.mp3,magic_meaning.mp3,magic_example.mp3,"© Magic [mazdzik] on. &
Magic is the power to do impossible things. &
— The magician used magic to pull a rabbit out of his hat. er :

 

Se
",28
549,1,message,xabar,message.jpg,message_1392933884419.mp3,message_meaning.mp3,message_example.mp3,"-~ message [mesid3] n. Yo is
A message is a Set of words that you send to someones
— | left a message for you in the envelope. . e~

\>

 
",28
550,1,notice,"payqamoq, sezmoq",notice.jpg,notice_1392933884419.mp3,notice_meaning.mp3,notice_example.mp3,"© notice [noutis) v.
j | To notice something is to see it for the first time.

~ Did you notice the view?
=
",28
551,1,own,egalik qilmoq,own.jpg,own_1392933884419.mp3,own_meaning.mp3,own_example.mp3,". © OWN [oun] v.
> To own something means to have it. That thing belongs to you.

~ My grandfather owns that house.

 
",28
552,1,predict,bashorat qilmoq,predict.jpg,predict_1392933884419.mp3,predict_meaning.mp3,predict_example.mp3,"© predict [pridikt] v.
To predict something is to say that it will happen.
~— She predicted that | would get married next year.

 
",28
553,1,professor,professor,professor.jpg,professor_1392933884419.mp3,professor_meaning.mp3,professor_example.mp3,"© professor [preféser] 1.

A professor is a person who teaches in college.
-» Mike’s science professor knows a lot about physics.

 
",28
554,1,rush,"yelmoq, shoshmoq",rush.jpg,rush_1392933884419.mp3,rush_meaning.mp3,rush_example.mp3,"e rush traf v.

To rush is to go Somewhere or do something very quickly.
— Nancy rushed to finish her homework.

 
",28
555,1,schedule,jadval,schedule.jpg,schedule_1392933884419.mp3,schedule_meaning.mp3,schedule_example.mp3,"e schedule [skedzu(:)i) x.

A schedule is a plan that tells you when to do things.
— What is your class schedule for today?
",28
556,1,share,"boʻlishmoq, baham koʻrmoq",share.jpg,share_1392933884419.mp3,share_meaning.mp3,share_example.mp3,"© share [for v.

To share something is to give some of it to another person.
— Jimmy shared his apple with me.

 
",28
557,1,stage,sahna,stage.jpg,stage_1392933884419.mp3,stage_meaning.mp3,stage_example.mp3,"© stage [steids) n.
A stage is a place where actors or musicians act or sing.
~ A large screen was on the stage.

 
",28
558,1,storm,"boʻron, toʻfon",storm.jpg,storm_1392933884419.mp3,storm_meaning.mp3,storm_example.mp3," 

© storm [storm] n.

A storm is very bad weather. There is a lot of rain or snow.
— Did that storm wake you up last night?
",28
559,1,within,ichida,within.jpg,within_1392933884419.mp3,within_meaning.mp3,within_example.mp3,"ay”
© within [wioinl prep. oO

You use within to say that something is inside — g.
— Within the box, there was a pizza. \S
& °

 
",28
560,1,advertise,reklama qilmoq,advertise.jpg,advertise_1392933884419.mp3,advertise_meaning.mp3,advertise_example.mp3,"© advertise [edveraizl v.
To advertise is to tell people about something on TV, radio, etc.

— They used a rabbit to help them advertise their product.
q
",29
561,1,assign,"tayinlamoq, topshirmoq",assign.jpg,assign.mp3,assign_meaning.mp3,assign_example.mp3,"© assign [osain] v.
To assign something to someone is to tell them to do it.
— | assigned the worker an important task.

 
",29
562,1,audience,auditoriya,audience.jpg,audience_1392933884419.mp3,audience_meaning.mp3,audience_example.mp3,"© audience l[s:diens! ».
An audience is a group of people who watch something together.
~ There was a large audience at the game.

 
",29
563,1,breakfast,nonushta,breakfast.jpg,breakfast_1392933884419.mp3,breakfast_meaning.mp3,breakfast_example.mp3,": © breakfast (brekfast] n.
> Breakfast is the first meal of the day.
— | eat breakfast at 8:00 every morning.

yy
",29
564,1,competition,musobaqa,competition.jpg,competition_1392933884419.mp3,competition_meaning.mp3,competition_example.mp3,"© competition [kampetijen| on.
A competition is a contest to see who is the best at something.
~ He won the running competition over the weekend.

 
",29
565,1,cool,salqin,cool.jpg,cool_1392933884419.mp3,cool_meaning.mp3,cool_example.mp3,"© cool [ku:!! aaj.
If the weather is cool, it is a little bit cold.
— The weather is cool in the fall.

 
",29
566,1,gain,"olmoq, oshirmoq",gain.jpg,gain_1392933884419.mp3,gain_meaning.mp3,gain_example.mp3,"Cc gain Igein] v.
If you gain something, you get more of it.
— | gained some weight over the summer.

 
",29
567,1,importance,ahamiyat,importance.jpg,importance_1392933884419.mp3,importance_meaning.mp3,importance_example.mp3,"© importance [imps :iens] ».
Importance means the quality or condition of being needed or value
~ VIPs are people of great importance.

 
",29
568,1,knowledge,bilim,knowledge.jpg,knowledge_1392933884419.mp3,knowledge_meaning.mp3,knowledge_example.mp3,"© knowledge [naiids) n. &
Knowledge is information that you have about something. v
— A music teacher should have good knowledge of music. .»,-

 

Se
",29
569,1,major,"muhim, katta",major.jpg,major_1392933884419.mp3,major_meaning.mp3,major_example.mp3,"© major Imeiage: adj. ‘a

\)
If something is major, it is big or important. Ss
— | have a major problem. My boss wants me to¢édo my project!

 

xy ®
",29
570,1,mean,"baxil, ziqna",mean.jpg,mean_1392933884419.mp3,mean_meaning.mp3,mean_example.mp3,"© mean {min} adj.
Mean describes someone who is unkind or cruel.
— My co-worker is a very mean person. He gets angry very quickly.

 
",29
571,1,prefer,maʼqul koʻrmoq,prefer.jpg,prefer_1392933884419.mp3,prefer_meaning.mp3,prefer_example.mp3,"@ prefer |
If you prefer something, you want it more than something else.
— | prefer to take the path that will lead me to a bright future.

 
",29
572,1,president,prezident,president.jpg,president_1392933884419.mp3,president_meaning.mp3,president_example.mp3,"a
} Ce president [prezident] n.
A president is the leader of a country.

— The president of our country made an important announcement.
",29
573,1,progress,"siljish, oʻsish",progress.jpg,progress_1392933884419.mp3,progress_meaning.mp3,progress_example.mp3,"© progress l[pragras] n.
Progress is the act of getting closer to doing or finishing something.

~— Our company made financial progress this year.
5
",29
574,1,respect,hurmat,respect.jpg,respect_1392933884419.mp3,respect_meaning.mp3,respect_example.mp3,"@ respect [rs;
Respect is a good opinion of someone because they are good.
— | have great respect for firemen.

 
",29
575,1,rich,boy,rich.jpg,rich_1392933884419.mp3,rich_meaning.mp3,rich_example.mp3,"cy © rich frit aaj.
If you are rich, you have a lot of money.

— He’s rich, He can buy anything he wants.

    
",29
576,1,skill,"mahorat, qobiliyat",skill.jpg,skill_1392933884419.mp3,skill_meaning.mp3,skill_example.mp3,"© skill |
Askill is the knowledge and ability that allows you to do something well.
. ~ ~> A snowboarder must have the right skills to do well.
J
",29
577,1,somehow,bir amallab,somehow.jpg,somehow_1392933884419.mp3,somehow_meaning.mp3,somehow_example.mp3,"© somehow (samhaul aav.
Somehow means in a way or by some means which is not known.
~» He somehow had to find a way to reach the life preserver.

 
",29
578,1,strength,"kuch, quvvat",strength.jpg,strength_1392933884419.mp3,strength_meaning.mp3,strength_example.mp3,"e strength (strenxel ». &
Strength is the physical power that you have. O
~ Exercising will increase your strength and give you more power.

-_

 
",29
579,1,vote,ovoz bermoq,vote.jpg,vote_1392933884419.mp3,vote_meaning.mp3,vote_example.mp3,"= © vote [voutl] v.

To vote is to officially choose between two or more thi
ond, ~ | voted for Billy to be our class president.

 

“or
",29
580,1,above,tepasida,above.jpg,above_1392933884419.mp3,above_meaning.mp3,above_example.mp3,"© above [ebav) prep.
If Something is above, it is at a higher level than something else.
— He straightened the sign that was above the crowd.
",30
581,1,ahead,old tarafida,ahead.jpg,ahead_1392933884419.mp3,ahead_meaning.mp3,ahead_example.mp3,"—_— @ ahead [ehed) aay.
ey If something is ahead of something else, it is in front of it.

~ The blue car drove on ahead of us.
yy
",30
582,1,amount,miqdor,amount.jpg,amount_1392933884419.mp3,amount_meaning.mp3,amount_example.mp3,"© amount [emaunt] o.
An amount is how much there is of something.

-> Can / use my card to pay for the entire amount?
©
",30
583,1,belief,ishonch,belief.jpg,belief_1392933884419.mp3,belief_meaning.mp3,belief_example.mp3,"© belief tbii:t ».
A belief is a strong feeling that something is correct or true.
~ A preacher or priest should have a strong belief in God.

 
",30
584,1,center,markaz,center.jpg,center_1392933884419.mp3,center_meaning.mp3,center_example.mp3,"© center [sénter) 1.
The center of something is the middle of it.
— The center of a dart board is the most important spot.
",30
585,1,common,odatiy,common.jpg,common_1392933884419.mp3,common_meaning.mp3,common_example.mp3,"@ COMMON [kaman} aaj.

If something is common, it happens often or there is much of it.
— It is common for snow to fall in the winter.

 
",30
586,1,cost,narx turmoq,cost.jpg,cost_1392933884419.mp3,cost_meaning.mp3,cost_example.mp3,"© COSt [ko:st] v.
To cost is to require expenditure or payment.
~» These designer shoes cost more than the regular ones.

 
",30
587,1,demonstrate,koʻrsatmoq,demonstrate.jpg,demonstrate_1392933884419.mp3,demonstrate_meaning.mp3,demonstrate_example.mp3,"e demonstrate [céemensireit] v.

To demonstrate something is to show how it is done.
— She demonstrated her plan to her co-workers.

 
",30
588,1,different,"turlicha, oʻzgacha",different.jpg,different_1392933884419.mp3,different_meaning.mp3,different_example.mp3,"© diferent [diferent] aaj.

nS mer
ahh Different describes someone or something that is not the same AS el
— Each of my sisters has a different hair style from one another.
. d

Se
",30
589,1,evidence,dalil isbot,evidence.jpg,evidence_1392933884419.mp3,evidence_meaning.mp3,evidence_example.mp3,"vie © evidence [evidens| x. “+ u
Evidence is a fact or thing that you use to prove sometizing.

a) — He used the pictures as evidence that UFOs arexeal

. ‘ x\ .
",30
590,1,honesty,"odillik, oqillik",honesty.jpg,honesty.mp3,honesty_meaning.mp3,honesty_example.mp3,"geen, © honesty Lcristi on.
Honesty means the quality of being truthful or honest.
— A courtroom should be a place of honesty.

 
",30
591,1,idiom,idioma,idiom.jpg,idiom.mp3,idiom_meaning.mp3,idiom_example.mp3,"© idiom [idiami n.

&, An idiom is a phrase with a meaning different from its words.

ae — The idiom “when pigs fly” means that something will never happen.

    
",30
592,1,independent,mustaqil,independent.jpg,independent_1392933884419.mp3,independent_meaning.mp3,independent_example.mp3,"c independent [indipendent] adj.

If something is independent, it is not controlled by something else.
— She chose to live an independent life in the country.

 
",30
593,1,inside,ichki qism,inside.jpg,inside_1392933884419.mp3,inside_meaning.mp3,inside_example.mp3,"© inside [insdidl n.
~ Inside means the inner part, space or side of something.

— The inside of the box was empty.
J
",30
594,1,master,"master, usta",master.jpg,master_1392933884419.mp3,master_meaning.mp3,master_example.mp3,"© master [meste:] 1.
A master is a person who is very good at something.
— My brother is a master of taekwondo.
",30
595,1,memory,"xotira, yod",memory.jpg,memory.mp3,memory_meaning.mp3,memory_example.mp3,"——_ © memory [memari] ».
| A memory is something you remember.

ee — The memory of my first time in the city will always be the best.
.

 
",30
596,1,proper,"odobdan, oʻrinli",proper.jpg,proper_1392933884419.mp3,proper_meaning.mp3,proper_example.mp3,"y © proper [praperl adj.
If something is proper, it is right.
— It is not proper to throw your garbage on the road.

 
",30
597,1,scan,qarab chiqmoq,scan.jpg,scan.mp3,scan_meaning.mp3,scan_example.mp3,"@ scan Iskzen] v.
To scan something is to look at it very carefully.
— You must scan each person closely.

 
",30
598,1,section,"qism, boʻlim",section.jpg,section_1392933884419.mp3,section_meaning.mp3,section_example.mp3,"© section [sekjenl x.

A section is a part of something larger.
— The green section of the graph is the most important part.
",30
599,1,surface,"yuza, sirt",surface.jpg,surface_1392933884419.mp3,surface_meaning.mp3,surface_example.mp3,"e surface Is

The surface ok a is the top part or outside of it. a
~ The surface of the moon is very rough. A

   
",30
600,2,anxious,"xavotirlangan, tashvishlangan",anxious.jpg,anxious_1392933884419.mp3,anxious_meaning.mp3,anxious_example.mp3,"© anxious [x

When a person is anxious, they worry that something bad will happen.
— She was anxious about not making her appointment on time.

 
",1
601,2,awful,juda yomon,awful.jpg,awful_1392933884419.mp3,awful_meaning.mp3,awful_example.mp3,"© awful fs:

When something is awful, it is very bad.
— Her performance last night was awful.

 
",1
602,2,consist,iborat boʻlmoq,consist.jpg,consist_1392933884419.mp3,consist_meaning.mp3,consist_example.mp3,"2 © consist tkonsist v.
=p To consist of is to be made of parts or things.

— Today's choices for lunch consisted of pizza, hamburgers, and hot dogs.
=
",1
603,2,desire,"xoxlamoq, istamoq",desire.jpg,desire_1392933884419.mp3,desire_meaning.mp3,desire_example.mp3,"© desire taizaiod v.
To desire is to want something.
— My sister desires a big house and lots of money.
",1
604,2,eager,"chanqoq, sabrsiz",eager.jpg,eager_1392933884419.mp3,eager_meaning.mp3,eager_example.mp3,"© eager li:ger) adj.
When a person is eager about something, they are excited about it.
— The man was eager to talk about the good news.

   
",1
605,2,household,oila aʼzolari,household.jpg,household_1392933884419.mp3,household_meaning.mp3,household_example.mp3,"© household thaushouia) o.

St A household is all the people who live in one house.
hy ~ Our household is made up of my father, my mother and me.
.
",1
606,2,intent,"niyat, maqsad",intent.jpg,intent.mp3,intent_meaning.mp3,intent_example.mp3,"© intent (iment o.

An intent is a plan to do something.
— Her intent is to visit italy next summer.
",1
607,2,landscape,"landshaft, manzara",landscape.jpg,landscape_1392933884419.mp3,landscape_meaning.mp3,landscape_example.mp3,"© landscape lendskeip) n.
A landscape is how an area of land looks.
— The landscape of the country is very green.
",1
608,2,lift,koʻtarmoq,lift.jpg,lift_1392933884419.mp3,lift_meaning.mp3,lift_example.mp3,"Qo lift un.
Tg To lift something is to move it higher.
— The man tried to lift the box.
",1
609,2,load,yuklamoq,load.jpg,load_1392933884419.mp3,load_meaning.mp3,load_example.mp3,"© load tou} «.
a To load is to put objects into something.
— The man loaded the boxes into a truck.
",1
610,2,lung,oʻpka,lung.jpg,lung_1392933884419.mp3,lung_meaning.mp3,lung_example.mp3,"© lung tno) ».

A lung is the organ in the body that fills with air when breathing.
— Having strong lungs is necessary for a healthy life.
",1
611,2,motion,"ishora, harakat",motion.jpg,motion_1392933884419.mp3,motion_meaning.mp3,motion_example.mp3,"© motion (moyen) n.
A motion is a movement that someone makes.
~ The police officer made a motion with his hand.
",1
612,2,pace,"temp, sur'at",pace.jpg,pace_1392933884419.mp3,pace_meaning.mp3,pace_example.mp3,"© Pace [peis) a.
The pace of something is the speed at which it happens.
— / ran the race at a slower pace than my friend.

 
",1
613,2,polite,"odobli, aql xushli",polite.jpg,polite_1392933884419.mp3,polite_meaning.mp3,polite_example.mp3,"© polite [peiait aaj.
When someone is polite, they are acting in a thoughtful way,
— The boy was very polite: he behaved very thoughtfully.
",1
614,2,possess,"egalik qilmoq, bor boʻlmoq",possess.jpg,possess_1392933884419.mp3,possess_meaning.mp3,possess_example.mp3,"© poOSsess [pezes] «

To possess something is to have it or own it.
— My uncle possesses three sheep, a chicken, a cow and a dog.
",1
615,2,rapidly,juda tez,rapidly.jpg,rapidly_1392933884419.mp3,rapidly_meaning.mp3,rapidly_example.mp3,"© rapidly treepiail aa.

When something happens rapidly, it happens very fast.
— The train moved rapidly on the tracks.
",1
616,2,remark,takidlamoq,remark.jpg,remark_1392933884419.mp3,remark_meaning.mp3,remark_example.mp3,"© remark trimer v.

To remark is to say something.
— The teacher remarked on how quickly the students were learning.
",1
617,2,seek,"qidirmoq, izlamoq",seek.jpg,seek_1392933884419.mp3,seek_meaning.mp3,seek_example.mp3,"© seek tsikl v.

To seek is to look for something.
— If {have a problem, | seek my sister’s advice.

 
",1
618,2,shine,nur tarqatmoq/sochmoq,shine.jpg,shine_1392933884419.mp3,shine_meaning.mp3,shine_example.mp3,"© shine y
To shine is to make a bright light.
— The candles are shining in the dark room.

 
",1
619,2,spill,"toʻkmoq, toʻkib yubormoq",spill.jpg,spill_1392933884419.mp3,spill_meaning.mp3,spill_example.mp3,"© Spill Ispin v

£ ue To spill is to have something fall out of its container.
> — | spilled the coffee on the table.
",1
620,2,bring,"keltirmoq, olib kelmoq",bring.jpg,bring_1392933884419.mp3,bring_meaning.mp3,bring_example.mp3,"© bring tern) .
To bring means to take someone or something to a person or place.
— Oscar will bring in all the boxes.
",2
621,2,castle,"qasr, saroy",castle.jpg,castle_1392933884419.mp3,castle_meaning.mp3,castle_example.mp3,"© castle kes ».

A castle is a building with strong walls where royalty usually lives.
- The castle was built many years ago.
",2
622,2,command,"buyruq bermoq, buyurmoq",command.jpg,command_1392933884419.mp3,command_meaning.mp3,command_example.mp3,"© command kkemendl v.

To command someone is to tell them to do something.
— The general commanded his army to attack.
",2
623,2,counsel,maslahat bermoq,counsel.jpg,counsel.mp3,counsel_meaning.mp3,counsel_example.mp3,"© counsel [kaunsail v.

To counsel someone is to listen and give advice about a problem.
~ The teacher counseled the girl about her troubles.
",2
624,2,ensure,taminlamoq,ensure.jpg,ensure_1392933884419.mp3,ensure_meaning.mp3,ensure_example.mp3,"© e@NSUre [infie] v.
To ensure is to make certain that something happens.
— Eating good food ensures that we stay healthy.
",2
625,2,explosion,portlash,explosion.jpg,explosion_1392933884419.mp3,explosion_meaning.mp3,explosion_example.mp3,"% explosion liksplougzenl n.
An explosion is a violent burst, usually with a loud sound.
~ A nuclear explosion can cause great damage.
",2
626,2,jewelry,taqinchoq,jewelry.jpg,jewelry_1392933884419.mp3,jewelry_meaning.mp3,jewelry_example.mp3,"© jewelry tesuarrl n.
Jewelry is something that people wear like earrings or necklaces.
~ The woman looked beautiful with her nice dress and jewelry.
",2
627,2,land,qoʻnmoq,land.jpg,land_1392933884419.mp3,land_meaning.mp3,land_example.mp3,"LS © land fend v.

k To land means to come to the ground usually from a ship or aircraft.

— The parachutist landed safely on the ground.
,
",2
628,2,meteor,meteorit,meteor.jpg,meteor.mp3,meteor_meaning.mp3,meteor_example.mp3,"e meteor (nitied n.

A meteor is a rock from outer space that falls to Earth.
— We saw a meteor in the sky last night.
",2
629,2,monster,"mahluq, monster",monster.jpg,monster.mp3,monster_meaning.mp3,monster_example.mp3,"© monster Imanstar) ».

A monster is any imaginary frightening creature that looks strange.
— The monster scared everyone in the village.
",2
630,2,northern,shimoliy,northern.jpg,northern_1392933884419.mp3,northern_meaning.mp3,northern_example.mp3,"© northern tnsdamt ag.

If something is northern, it is in the direction of north.
— Itis much colder in northern countries than itis here.

 
",2
631,2,remote,"olis, uzoq",remote.jpg,remote_1392933884419.mp3,remote_meaning.mp3,remote_example.mp3,"© remote [rimout] adj.
If something is remote, it is very far away and difficult to get to.

es — It took many days to get to the remote island.
",2
632,2,southern,janubiy,southern.jpg,southern_1392933884419.mp3,southern_meaning.mp3,southern_example.mp3,"e© southern [sioem! aaj.

If something is southern, it is in the direction of south.
~ Taegu is located in the southern part of the Korean peninsula.
",2
633,2,statue,haykal,statue.jpg,statue_1392933884419.mp3,statue_meaning.mp3,statue_example.mp3,"a

© statue [stetu:] n.
A statue is an image of a person or animal made of stone or metal.
— {saw a beautiful statue of a lion today.
",2
634,2,steam,"par, bugʻ",steam.jpg,steam_1392933884419.mp3,steam_meaning.mp3,steam_example.mp3,"© steam [stim »,

oH Steam is water that has become hot and has turned into a misty gas.
ak — We could see the steam rise from the boiling water.
T
",2
635,2,submit,"boʻysunmoq, aytganini qilmoq",submit.jpg,submit.mp3,submit_meaning.mp3,submit_example.mp3,"© submit lsobmitl v.

To submit to someone is to agree to do what they tell you to do.
— She submitted to her mother’s wishes and did her homework.
",2
636,2,temple,ibodatxona,temple.jpg,temple.mp3,temple_meaning.mp3,temple_example.mp3,"© temple tempol ».
Atemple is a building that is used for religious purposes.
— The people visited the temple to pray.
",2
637,2,upper,"yuqori, ustki",upper.jpg,upper_1392933884419.mp3,upper_meaning.mp3,upper_example.mp3,"© Upper [aperl oo.
Upper means higher in position or place.
— Ahome’s attic is at the upper part of the structure.
",2
638,2,weed,"begona, oʻt",weed.jpg,weed.mp3,weed_meaning.mp3,weed_example.mp3,"© Weed lwicl n.
Aweed is a plant, especially one that is not useful or wanted.
— The yard of the house was full of ugly weeds.
",2
639,2,wing,qanot,wing.jpg,wing_1392933884419.mp3,wing_meaning.mp3,wing_example.mp3,"© wing fwinl 7.
Awing is the part of an animal that lets it fly.
— The bird used its wings to fly across the water.
",2
640,2,arrow,"oʻq, yoy",arrow.jpg,arrow_1392933884419.mp3,arrow_meaning.mp3,arrow_example.mp3,"4. © alrow [eroul a
, L An arrow is a thin, straight stick shot from a bow.

— The arrow flew through the air and hit the target.

 
",3
641,2,battle,urush,battle.jpg,battle_1392933884419.mp3,battle_meaning.mp3,battle_example.mp3," 

© battle

A battle is a fight between two armies during a war.
— The battle lasted for many days.
",3
642,2,bow,kamon,bow.jpg,bow.mp3,bow_meaning.mp3,bow_example.mp3,"© bow bbout ».
A bow is a weapon made of curved wood and string that shoots arrows

— He went hunting with a bow and arrow.

 
",3
643,2,brave,"qoʻrqmas, jasur",brave.jpg,brave_1392933884419.mp3,brave_meaning.mp3,brave_example.mp3,"© brave loreiv a7;
When people are brave, they are not afraid to face pain or danger.
— The brave firefighter saved the girl from the burning building.
",3
644,2,chief,"boshliq, sardor",chief.jpg,chief_1392933884419.mp3,chief_meaning.mp3,chief_example.mp3,"© chief twa a.
A chief is the leader of a group of people.
— The chief led the people through the mountains.
",3
645,2,disadvantage,"kamchilik, salbiy jihat",disadvantage.jpg,disadvantage_1392933884419.mp3,disadvantage_meaning.mp3,disadvantage_example.mp3,"me disadvantage lsissdventias) n,
A disadvantage is a situation where someone is likely to lose.
— Mike had a disadvantage in the race since he hurt his knee,
",3
646,2,enemy,"dushman, gʻanim",enemy.jpg,enemy_1392933884419.mp3,enemy_meaning.mp3,enemy_example.mp3,"© enemy

An enemy is a country that is fighting another country during a war.
— The enemy prepared to attack the kingdom.

 
",3
647,2,entrance,kirish yoʻli,entrance.jpg,entrance_1392933884419.mp3,entrance_meaning.mp3,entrance_example.mp3,"© entrance lentrons! n.
An entrance is a place where someone can enter an area.
— The gate was locked, so Bill had to find a different entrance.
",3
648,2,hardly,"arang, zoʻrgʻa",hardly.jpg,hardly_1392933884419.mp3,hardly_meaning.mp3,hardly_example.mp3,"© hardly thorat adv.
If something hardly happens, it almost does not happen at all.

— {hardly saw the concert since | had to leave early.
gy
",3
649,2,intend,niyat qilmoq,intend.jpg,intend_1392933884419.mp3,intend_meaning.mp3,intend_example.mp3,"© intend fintena) ».
To intend to do something means to plan to do it.
— | intend to finish college in three years.
",3
650,2,laughter,"kulgi, shodlik",laughter.jpg,laughter.mp3,laughter_meaning.mp3,laughter_example.mp3," 

Laughter is the sound produced by laughing about something funny.
~ Susan’s joke made her classmates burst into laughter.

g © laughter tan
",3
651,2,log,gʻoʻla,log.jpg,log.mp3,log_meaning.mp3,log_example.mp3,"© log t
Alogisa thick piece of wood that is cut from a tree.
~ The fire was too small, so we added another lag fo it.

 
",3
652,2,military,armiya,military.jpg,military_1392933884419.mp3,military_meaning.mp3,military_example.mp3,"© military Imiiterd x.
The military is the armed forces of a country.
~ | joined the military after | finished high school.
",3
653,2,obey,"boʻysunmoq, itoat qilmoq",obey.jpg,obey_1392933884419.mp3,obey_meaning.mp3,obey_example.mp3,"© obey tourell v.

To obey means to follow what a law or a person says you must do.
— My little sister did not obey my mother. Now she is in trouble.
",3
654,2,secure,"olmoq, qoʻlga kiritmoq",secure.jpg,secure_1392933884419.mp3,secure_meaning.mp3,secure_example.mp3,"© Secure (sikuar] v.
To secure something means to get it after a lot of effort.
— Iwas able to secure a good grade on my test after weeks of studying.
",3
655,2,steady,"barqaror, muttasil",steady.jpg,steady_1392933884419.mp3,steady_meaning.mp3,steady_example.mp3,"@ steady tsteai aaj.
When someone or something is steady, they are under control.
— The problem was hard but she remained steady and solved it.
",3
656,2,trust,"ishonmoq, inonmoq",trust.jpg,trust_1392933884419.mp3,trust_meaning.mp3,trust_example.mp3,"@ trust frst v.
To trust is to believe that someone is honest and will do what is right.
— | trust my friends; they don’t tell my secrets to other people.
",3
657,2,twist,aylantirib bogʻlamoq,twist.jpg,twist_1392933884419.mp3,twist_meaning.mp3,twist_example.mp3,"© twist (owist «
To twist something is to wrap it around itself or another thing.
— She twisted the spaghetti around her fork.
",3
658,2,unless,magan taqdirda,unless.jpg,unless_1392933884419.mp3,unless_meaning.mp3,unless_example.mp3,"© UNLESS [oniés) con.

Unless means if not or except when.
— Unless you clean your room, you cannot play with your friends.
",3
659,2,weapon,qurol yaroq,weapon.jpg,weapon_1392933884419.mp3,weapon_meaning.mp3,weapon_example.mp3,"© weapon |wepanl
A weapon is an sbject that can be used to hurt people.
— Swords have been used as weapons for thousands of years.

 
",3
660,2,chest,"bar, koʻks",chest.jpg,chest_1392933884419.mp3,chest_meaning.mp3,chest_example.mp3,"© chest tyest) ».

The chest is the front part of a person’s body under the neck.
— The water in the lake was as high as my chest.
",4
661,2,confidence,"ishonch, dadillik",confidence.jpg,confidence_1392933884419.mp3,confidence_meaning.mp3,confidence_example.mp3,"© confidence tkanidans] »,

If you have confidence about something, you are sure of it.
— | have confidence that | did well on the test.
",4
662,2,consequence,"natija, oqibat",consequence.jpg,consequence_1392933884419.mp3,consequence_meaning.mp3,consequence_example.mp3,"© CONSEQUENCE [kansikwens] n,

A consequence is a result of a choice or action.
— As a consequence of missing my bus, | had to find another way to w

 
",4
663,2,disaster,"falokat, halokat",disaster.jpg,disaster_1392933884419.mp3,disaster_meaning.mp3,disaster_example.mp3,"© disaster (cizzster] n.

A disaster is a really bad thing that happens.
~ When the car crashed, it was a disaster.
",4
664,2,disturb,tashvishga solmoq,disturb.jpg,disturb_1392933884419.mp3,disturb_meaning.mp3,disturb_example.mp3,"© disturb tcista:! v.

To disturb someone means to upset them.
— The loud noise disturbed me while | was working.
",4
665,2,estimate,tahminan hisoblamoq,estimate.jpg,estimate_1392933884419.mp3,estimate_meaning.mp3,estimate_example.mp3,"© estimate [estameitl v.

To estimate something means to make a guess about it.
— The boy estimated that he was one meter tall.
",4
